"","Rubrica","UF","Data","Valor"
"12632","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-07-31",5915010
"12633","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-07-31",324380
"12634","Total-Receitas","RR","2008-07-31",84592741
"12635","Total-Despesas","RR","2008-07-31",111064978
"12636","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-08-31",53160722
"12637","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-08-31",7260717
"12638","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-08-31",585408
"12639","Total-Receitas","RR","2008-08-31",42865770
"12640","Total-Despesas","RR","2008-08-31",127774263
"12641","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-09-30",67942478
"12642","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-09-30",9099097
"12643","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-09-30",633429
"12644","Total-Receitas","RR","2008-09-30",111144129
"12645","Total-Despesas","RR","2008-09-30",158770018
"12646","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-10-31",66384503
"12647","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-10-31",9479045
"12648","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-10-31",649396
"12649","Total-Receitas","RR","2008-10-31",153251949
"12650","Total-Despesas","RR","2008-10-31",152743681
"12651","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-11-30",49953417
"12652","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-11-30",6480246
"12653","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-11-30",494946
"12654","Total-Receitas","RR","2008-11-30",187397839
"12655","Total-Despesas","RR","2008-11-30",123888446
"12656","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2008-12-31",61702120
"12657","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2008-12-31",8962313
"12658","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2008-12-31",571366
"12659","Total-Receitas","RR","2008-12-31",185051049
"12660","Total-Despesas","RR","2008-12-31",159744809
"12661","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-01-31",54705388
"12662","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-01-31",6399035
"12663","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-01-31",536227
"12664","Total-Receitas","RR","2009-01-31",156217516
"12665","Total-Despesas","RR","2009-01-31",81832109
"12666","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-02-28",67451851
"12667","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-02-28",8488305
"12668","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-02-28",641114
"12669","Total-Receitas","RR","2009-02-28",136987566
"12670","Total-Despesas","RR","2009-02-28",109032658
"12671","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-03-31",50570198
"12672","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-03-31",6368957
"12673","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-03-31",502800
"12674","Total-Receitas","RR","2009-03-31",126356752
"12675","Total-Despesas","RR","2009-03-31",127225915
"12676","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-04-30",47877575
"12677","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-04-30",5628904
"12678","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-04-30",446031
"12679","Total-Receitas","RR","2009-04-30",140195746
"12680","Total-Despesas","RR","2009-04-30",131180802
"12681","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-05-31",57396977
"12682","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-05-31",7053735
"12683","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-05-31",596472
"12684","Total-Receitas","RR","2009-05-31",144209086
"12685","Total-Despesas","RR","2009-05-31",142130937
"12686","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-06-30",64286560
"12687","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-06-30",7775876
"12688","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-06-30",576304
"12689","Total-Receitas","RR","2009-06-30",155841226
"12690","Total-Despesas","RR","2009-06-30",141231742
"12691","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-07-31",56378620
"12692","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-07-31",6443574
"12693","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-07-31",566204
"12694","Total-Receitas","RR","2009-07-31",141135468
"12695","Total-Despesas","RR","2009-07-31",146675865
"12696","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-08-31",55130264
"12697","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-08-31",7146048
"12698","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-08-31",508509
"12699","Total-Receitas","RR","2009-08-31",148819969
"12700","Total-Despesas","RR","2009-08-31",138010231
"12701","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-09-30",60728044
"12702","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-09-30",7513030
"12703","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-09-30",633399
"12704","Total-Receitas","RR","2009-09-30",141243809
"12705","Total-Despesas","RR","2009-09-30",133250390
"12706","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-10-31",58097373
"12707","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-10-31",6968260
"12708","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-10-31",511831
"12709","Total-Receitas","RR","2009-10-31",147012412
"12710","Total-Despesas","RR","2009-10-31",135548963
"12711","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-11-30",51793920
"12712","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-11-30",5936836
"12713","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-11-30",555645
"12714","Total-Receitas","RR","2009-11-30",166640654
"12715","Total-Despesas","RR","2009-11-30",177189401
"12716","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2009-12-31",84291858
"12717","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2009-12-31",10647979
"12718","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2009-12-31",755938
"12719","Total-Receitas","RR","2009-12-31",185685490
"12720","Total-Despesas","RR","2009-12-31",280701523
"12721","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-01-31",75424230
"12722","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-01-31",8879214
"12723","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-01-31",694641
"12724","Total-Receitas","RR","2010-01-31",167449984
"12725","Total-Despesas","RR","2010-01-31",109846684
"12726","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-02-28",79607825
"12727","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-02-28",11994014
"12728","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-02-28",589261
"12729","Total-Receitas","RR","2010-02-28",157795062
"12730","Total-Despesas","RR","2010-02-28",114530590
"12731","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-03-31",63019257
"12732","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-03-31",8700725
"12733","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-03-31",547019
"12734","Total-Receitas","RR","2010-03-31",152468421
"12735","Total-Despesas","RR","2010-03-31",159848753
"12736","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-04-30",56504254
"12737","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-04-30",7391699
"12738","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-04-30",442818
"12739","Total-Receitas","RR","2010-04-30",178705731
"12740","Total-Despesas","RR","2010-04-30",165749509
"12741","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-05-31",63663785
"12742","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-05-31",8953907
"12743","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-05-31",576432
"12744","Total-Receitas","RR","2010-05-31",201987768
"12745","Total-Despesas","RR","2010-05-31",165485053
"12746","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-06-30",75131308
"12747","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-06-30",9733207
"12748","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-06-30",573003
"12749","Total-Receitas","RR","2010-06-30",180016637
"12750","Total-Despesas","RR","2010-06-30",169364918
"12751","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-07-31",78545452
"12752","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-07-31",10206979
"12753","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-07-31",585456
"12754","Total-Receitas","RR","2010-07-31",161900281
"12755","Total-Despesas","RR","2010-07-31",165969460
"12756","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-08-31",73602095
"12757","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-08-31",10277885
"12758","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-08-31",674559
"12759","Total-Receitas","RR","2010-08-31",167685737
"12760","Total-Despesas","RR","2010-08-31",175261746
"12761","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-09-30",61735472
"12762","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-09-30",7762012
"12763","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-09-30",493778
"12764","Total-Receitas","RR","2010-09-30",141916239
"12765","Total-Despesas","RR","2010-09-30",179418564
"12766","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-10-31",54057159
"12767","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-10-31",7828093
"12768","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-10-31",465162
"12769","Total-Receitas","RR","2010-10-31",147938281
"12770","Total-Despesas","RR","2010-10-31",169394993
"12771","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-11-30",64332984
"12772","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-11-30",7465150
"12773","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-11-30",637280
"12774","Total-Receitas","RR","2010-11-30",174669105
"12775","Total-Despesas","RR","2010-11-30",179893634
"12776","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2010-12-31",76795084
"12777","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2010-12-31",11536071
"12778","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2010-12-31",531477
"12779","Total-Receitas","RR","2010-12-31",203028154
"12780","Total-Despesas","RR","2010-12-31",196778756
"12781","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-01-31",6901635
"12782","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-01-31",841104
"12783","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-01-31",14762
"12784","Total-Receitas","RR","2011-01-31",170075365
"12785","Total-Despesas","RR","2011-01-31",10089371
"12786","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-02-28",12998893
"12787","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-02-28",2838104
"12788","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-02-28",247229
"12789","Total-Receitas","RR","2011-02-28",178213559
"12790","Total-Despesas","RR","2011-02-28",26192829
"12791","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-03-31",72989435
"12792","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-03-31",14172081
"12793","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-03-31",1024212
"12794","Total-Receitas","RR","2011-03-31",199062139
"12795","Total-Despesas","RR","2011-03-31",192361431
"12796","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-04-30",83801310
"12797","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-04-30",14815378
"12798","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-04-30",1039942
"12799","Total-Receitas","RR","2011-04-30",229970768
"12800","Total-Despesas","RR","2011-04-30",247068430
"12801","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-05-31",48942319
"12802","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-05-31",9324965
"12803","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-05-31",656025
"12804","Total-Receitas","RR","2011-05-31",213718652
"12805","Total-Despesas","RR","2011-05-31",196453757
"12806","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-06-30",56240084
"12807","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-06-30",10121149
"12808","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-06-30",728704
"12809","Total-Receitas","RR","2011-06-30",251950180
"12810","Total-Despesas","RR","2011-06-30",203693702
"12811","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-07-31",103214964
"12812","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-07-31",19005213
"12813","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-07-31",1293343
"12814","Total-Receitas","RR","2011-07-31",357223048
"12815","Total-Despesas","RR","2011-07-31",274967677
"12816","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-08-31",97300692
"12817","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-08-31",18066104
"12818","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-08-31",1346451
"12819","Total-Receitas","RR","2011-08-31",350034943
"12820","Total-Despesas","RR","2011-08-31",262756049
"12821","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-09-30",51658153
"12822","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-09-30",9439022
"12823","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-09-30",696373
"12824","Total-Receitas","RR","2011-09-30",116798883
"12825","Total-Despesas","RR","2011-09-30",173661461
"12826","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-10-31",34312214
"12827","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-10-31",6455172
"12828","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-10-31",435429
"12829","Total-Receitas","RR","2011-10-31",61282550
"12830","Total-Despesas","RR","2011-10-31",136102920
"12831","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-11-30",52623973
"12832","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-11-30",9426087
"12833","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-11-30",849934
"12834","Total-Receitas","RR","2011-11-30",177714757
"12835","Total-Despesas","RR","2011-11-30",165913477
"12836","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2011-12-31",105717397
"12837","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2011-12-31",19848052
"12838","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2011-12-31",1234634
"12839","Total-Receitas","RR","2011-12-31",280490354
"12840","Total-Despesas","RR","2011-12-31",286928622
"12841","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-01-31",88879781
"12842","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-01-31",10709792
"12843","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-01-31",902211
"12844","Total-Receitas","RR","2012-01-31",246800691
"12845","Total-Despesas","RR","2012-01-31",174158174
"12846","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-02-29",100999352
"12847","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-02-29",15259878
"12848","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-02-29",967107
"12849","Total-Receitas","RR","2012-02-29",236031359
"12850","Total-Despesas","RR","2012-02-29",222139175
"12851","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-03-31",87159844
"12852","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-03-31",12279649
"12853","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-03-31",903691
"12854","Total-Receitas","RR","2012-03-31",222112743
"12855","Total-Despesas","RR","2012-03-31",253994677
"12856","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-04-30",85941807
"12857","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-04-30",11395374
"12858","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-04-30",800457
"12859","Total-Receitas","RR","2012-04-30",223090316
"12860","Total-Despesas","RR","2012-04-30",261234942
"12861","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-05-31",98531873
"12862","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-05-31",14228097
"12863","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-05-31",1075686
"12864","Total-Receitas","RR","2012-05-31",222839761
"12865","Total-Despesas","RR","2012-05-31",253575108
"12866","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-06-30",100673058
"12867","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-06-30",13017058
"12868","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-06-30",885443
"12869","Total-Receitas","RR","2012-06-30",193978587
"12870","Total-Despesas","RR","2012-06-30",238653720
"12871","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-07-31",84757945
"12872","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-07-31",11782751
"12873","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-07-31",779712
"12874","Total-Receitas","RR","2012-07-31",194679990
"12875","Total-Despesas","RR","2012-07-31",218131063
"12876","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-08-31",75298214
"12877","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-08-31",10108047
"12878","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-08-31",796005
"12879","Total-Receitas","RR","2012-08-31",186248419
"12880","Total-Despesas","RR","2012-08-31",205449951
"12881","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-09-30",78842100
"12882","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-09-30",11370433
"12883","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-09-30",813730
"12884","Total-Receitas","RR","2012-09-30",150544644
"12885","Total-Despesas","RR","2012-09-30",204062291
"12886","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-10-31",76628232
"12887","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-10-31",9893163
"12888","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-10-31",716841
"12889","Total-Receitas","RR","2012-10-31",180012562
"12890","Total-Despesas","RR","2012-10-31",185591569
"12891","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-11-30",63755741
"12892","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-11-30",7548999
"12893","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-11-30",941735
"12894","Total-Receitas","RR","2012-11-30",282453773
"12895","Total-Despesas","RR","2012-11-30",146036827
"12896","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2012-12-31",109944295
"12897","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2012-12-31",16207864
"12898","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2012-12-31",768304
"12899","Total-Receitas","RR","2012-12-31",335071613
"12900","Total-Despesas","RR","2012-12-31",228111682
"12901","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","RR","2013-01-31",119873905
"12902","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","RR","2013-01-31",13006123
"12903","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","RR","2013-01-31",286325
